Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
20100504  ,-2.20  ,-2.54  ,-2.84  ,-2.13  ,-2.79  ,-3.62
20100505  ,-1.46  ,-1.35  ,-1.65  ,-0.82  ,-1.24  ,-1.61
20100506  ,-2.15  ,-2.11  ,-2.52  ,-2.22  ,-2.76  ,-3.42
20100507  ,-2.49  ,-2.47  ,-2.95  ,-2.07  ,-1.90  ,-2.40
20100510   ,3.34   ,3.70   ,4.13   ,3.62   ,4.52   ,6.21
20100511   ,0.08   ,0.01  ,-0.07  ,-0.34  ,-0.54  ,-0.87
20100512   ,1.34   ,1.39   ,1.35   ,0.96   ,1.06   ,1.15
20100513  ,-0.03  ,-0.14   ,0.01  ,-0.48  ,-0.48  ,-0.43
20100514  ,-1.68  ,-1.77  ,-1.97  ,-2.05  ,-2.60  ,-3.36
20100517  ,-1.07  ,-0.92  ,-1.42  ,-0.23  ,-0.39  ,-0.80
20100518  ,-1.23  ,-1.23  ,-1.47  ,-0.67  ,-0.76  ,-0.79
20100519  ,-1.05  ,-1.06  ,-1.42  ,-0.77  ,-0.94  ,-1.13
20100520  ,-2.67  ,-2.78  ,-3.09  ,-2.55  ,-2.73  ,-3.04
20100521   ,0.33   ,0.33   ,0.41   ,0.17   ,0.67   ,1.55
20100524  ,-0.40  ,-0.65  ,-0.63  ,-0.57  ,-1.04  ,-1.23
20100525  ,-1.45  ,-1.63  ,-1.95  ,-1.06  ,-1.39  ,-1.94
20100526   ,0.49   ,0.51   ,0.71  ,-0.16   ,0.30   ,0.89
20100527   ,2.79   ,3.00   ,3.41   ,2.77   ,3.47   ,4.13
20100528   ,0.11  ,-0.44  ,-0.24  ,-0.43  ,-0.87  ,-0.89
20100531   ,0.29   ,0.46   ,0.57   ,0.15   ,0.22   ,0.24
20100601  ,-1.20  ,-1.52  ,-1.82  ,-0.63  ,-1.26  ,-1.93
20100602   ,0.88   ,1.06   ,0.74   ,1.38   ,1.18   ,1.04
20100603   ,0.72   ,0.92   ,1.03   ,0.75   ,0.84   ,0.86
20100604  ,-2.36  ,-2.63  ,-2.57  ,-2.52  ,-2.96  ,-3.22
20100607  ,-1.96  ,-1.89  ,-2.33  ,-1.28  ,-1.62  ,-2.09
20100608   ,0.11   ,0.09  ,-0.05   ,0.61   ,0.43   ,0.19
20100609   ,0.48   ,0.33   ,0.12   ,0.17   ,0.25   ,0.48
20100610   ,2.20   ,2.29   ,2.39   ,2.29   ,2.66   ,3.06
20100611   ,0.96   ,0.75   ,0.82   ,0.36   ,0.47   ,0.81
20100614   ,0.93   ,1.03   ,1.28   ,0.68   ,0.88   ,1.33
20100615   ,1.26   ,1.39   ,1.57   ,1.51   ,1.66   ,2.25
20100616   ,0.07   ,0.05   ,0.02   ,0.16   ,0.22  ,-0.07
20100617   ,0.35   ,0.36   ,0.16   ,0.40   ,0.38   ,0.27
20100618   ,0.25   ,0.48   ,0.58   ,0.12   ,0.18   ,0.56
20100621  ,-0.24  ,-0.05   ,0.06  ,-0.02   ,0.36   ,0.64
20100622  ,-0.83  ,-0.86  ,-1.06  ,-0.87  ,-1.29  ,-1.59
20100623  ,-0.22  ,-0.37  ,-0.46  ,-0.39  ,-0.65  ,-0.58
20100624  ,-0.70  ,-0.90  ,-1.05  ,-1.01  ,-1.53  ,-1.86
20100625   ,0.67   ,0.70   ,0.53  ,-0.25   ,0.08   ,0.25
20100628  ,-0.51  ,-0.31  ,-0.58   ,0.08  ,-0.09  ,-0.23
20100629  ,-2.51  ,-2.64  ,-3.02  ,-2.52  ,-3.09  ,-3.99
20100630  ,-0.39  ,-0.56  ,-0.75  ,-0.56  ,-0.56  ,-0.70
20100701  ,-0.36  ,-0.24  ,-0.24  ,-0.15  ,-0.24  ,-0.53
20100702   ,0.03   ,0.09  ,-0.13  ,-0.13  ,-0.04  ,-0.10
20100705   ,0.06  ,-0.01   ,0.09  ,-0.12  ,-0.17  ,-0.22
20100706   ,0.51   ,0.54   ,0.56   ,1.32   ,1.77   ,1.78
20100707   ,1.04   ,1.25   ,0.96   ,1.88   ,1.69   ,2.67
20100708   ,1.06   ,1.17   ,1.24   ,1.16   ,1.31   ,1.36
20100709   ,0.66   ,0.65   ,0.73   ,0.40   ,0.49   ,0.72
20100712  ,-0.54  ,-0.58  ,-0.51  ,-0.01  ,-0.10  ,-0.14
20100713   ,1.71   ,1.70   ,1.46   ,1.43   ,1.65   ,2.10
20100714   ,0.40   ,0.41   ,0.37   ,0.58   ,0.45  ,-0.03
20100715  ,-0.02   ,0.00  ,-0.06   ,0.29   ,0.17  ,-0.05
20100716  ,-1.96  ,-2.00  ,-1.77  ,-2.16  ,-2.16  ,-2.90
20100719  ,-0.40  ,-0.17  ,-0.13   ,0.09  ,-0.01  ,-0.03
20100720   ,0.47   ,0.44   ,0.30   ,0.53   ,0.31   ,0.39
20100721  ,-0.65  ,-0.64  ,-0.61  ,-0.59  ,-0.54  ,-0.60
20100722   ,1.90   ,2.02   ,1.80   ,1.84   ,2.11   ,2.72
20100723   ,1.43   ,1.19   ,1.08   ,0.90   ,0.76   ,0.85
20100726   ,1.69   ,1.56   ,1.53   ,0.78   ,1.16   ,1.56
20100727  ,-0.34  ,-0.29  ,-0.14  ,-0.43  ,-0.09   ,0.63
20100728  ,-0.48  ,-0.42  ,-0.06  ,-0.17  ,-0.16  ,-0.31
20100729   ,0.42   ,0.39   ,0.49  ,-0.12   ,0.01   ,0.32
20100730   ,0.11  ,-0.06  ,-0.17  ,-0.15  ,-0.34  ,-0.27
20100802   ,1.46   ,1.49   ,1.22   ,1.88   ,2.50   ,2.57
20100803   ,0.24   ,0.17   ,0.19   ,0.15   ,0.24  ,-0.03
20100804   ,0.08  ,-0.11  ,-0.18   ,0.09  ,-0.03   ,0.02
20100805   ,0.02   ,0.19   ,0.17   ,0.04   ,0.25   ,0.15
20100806  ,-0.11   ,0.09   ,0.09  ,-0.11  ,-0.23  ,-0.34
20100809   ,0.37   ,0.44   ,0.38   ,0.43   ,0.51   ,0.49
20100810  ,-1.17  ,-1.28  ,-1.09  ,-0.56  ,-0.75  ,-1.12
20100811  ,-3.27  ,-3.23  ,-3.04  ,-2.83  ,-3.28  ,-3.72
20100812  ,-0.81  ,-0.73  ,-0.81  ,-0.51  ,-0.45  ,-0.78
20100813  ,-0.24  ,-0.39  ,-0.30  ,-0.19  ,-0.29  ,-0.16
20100816   ,0.80   ,0.57   ,0.55   ,0.41   ,0.32   ,0.03
20100817   ,1.12   ,1.19   ,0.90   ,1.15   ,1.32   ,1.24
20100818   ,0.06   ,0.09   ,0.12   ,0.06   ,0.04   ,0.06
20100819  ,-0.89  ,-1.04  ,-0.93  ,-0.96  ,-1.22  ,-1.58
20100820  ,-0.77  ,-0.92  ,-0.96  ,-0.72  ,-1.08  ,-1.22
20100823  ,-0.35  ,-0.50  ,-0.57  ,-0.25  ,-0.11  ,-0.19
20100824  ,-1.03  ,-1.04  ,-0.71  ,-1.19  ,-1.34  ,-1.49
20100825  ,-0.02   ,0.00  ,-0.17  ,-0.22  ,-0.35  ,-0.46
20100826   ,0.34   ,0.30   ,0.18   ,0.08   ,0.40   ,0.21
20100827   ,1.39   ,1.35   ,1.19   ,1.10   ,1.35   ,1.48
20100830  ,-0.59  ,-0.53  ,-0.41  ,-0.58  ,-0.55  ,-1.01
20100831  ,-0.30  ,-0.47  ,-0.56  ,-0.43  ,-0.25  ,-0.01
20100901   ,2.34   ,2.40   ,1.99   ,2.65   ,2.85   ,3.39
20100902   ,0.85   ,0.74   ,0.64   ,0.67   ,0.64   ,0.76
20100903   ,1.31   ,1.24   ,1.22   ,1.08   ,1.09   ,1.57
20100906   ,0.62   ,0.54   ,0.67   ,0.33   ,0.37   ,0.36
20100907  ,-1.14  ,-1.31  ,-1.17  ,-0.82  ,-1.19  ,-1.74
20100908   ,0.53   ,0.43   ,0.16   ,0.47   ,0.39   ,0.55
20100909   ,0.39   ,0.36   ,0.43   ,0.43   ,0.62   ,1.05
20100910   ,0.37   ,0.25   ,0.15   ,0.31   ,0.22   ,0.26
20100913   ,1.99   ,1.98   ,1.73   ,1.35   ,1.53   ,1.94
20100914   ,0.45   ,0.44   ,0.22   ,0.48   ,0.43   ,0.05
20100915  ,-0.07  ,-0.20  ,-0.30   ,0.12  ,-0.13  ,-0.09
20100916  ,-0.19  ,-0.25  ,-0.33   ,0.03  ,-0.17  ,-0.43
20100917   ,0.48   ,0.43   ,0.34   ,0.21   ,0.00  ,-0.20
20100920   ,1.46   ,1.42   ,1.20   ,1.20   ,1.17   ,1.50
20100921   ,0.51   ,0.46   ,0.46   ,0.28   ,0.34   ,0.23
20100922  ,-0.07  ,-0.09  ,-0.10  ,-0.09  ,-0.25  ,-0.49
20100923  ,-0.46  ,-0.54  ,-0.61  ,-0.36  ,-0.64  ,-1.09
20100924   ,1.49   ,1.75   ,1.54   ,1.63   ,1.75   ,2.23
20100927   ,0.09   ,0.17   ,0.24  ,-0.20  ,-0.15  ,-0.39
20100928   ,0.72   ,0.70   ,0.69   ,0.54   ,0.68   ,0.44
20100929   ,0.49   ,0.51   ,0.55   ,0.00  ,-0.01  ,-0.05
20100930  ,-0.35  ,-0.28  ,-0.37  ,-0.51  ,-0.50  ,-0.28
20101001   ,0.81   ,0.73   ,0.61   ,0.44   ,0.75   ,0.62
20101004  ,-0.89  ,-0.98  ,-0.94  ,-0.75  ,-0.91  ,-1.00
20101005   ,1.61   ,1.68   ,1.65   ,1.72   ,1.94   ,2.26
20101006   ,0.48   ,0.47   ,0.59   ,0.44   ,0.73   ,0.75
20101007   ,0.20   ,0.13   ,0.14   ,0.01  ,-0.17   ,0.08
20101008   ,0.67   ,0.71   ,0.60   ,0.46   ,0.46   ,0.36
20101011   ,0.21   ,0.18  ,-0.12  ,-0.01   ,0.04  ,-0.04
20101012  ,-0.10  ,-0.18  ,-0.37   ,0.09  ,-0.24   ,0.12
20101013   ,1.14   ,1.15   ,1.04   ,1.10   ,1.20   ,0.92
20101014   ,0.49   ,0.58   ,0.66   ,0.38   ,0.51  ,-0.20
20101015  ,-0.45  ,-0.56  ,-0.66   ,0.25  ,-0.40  ,-0.93
20101018   ,0.16   ,0.28   ,0.37   ,0.09   ,0.18   ,0.72
20101019  ,-1.77  ,-1.77  ,-1.48  ,-1.53  ,-1.58  ,-1.40
20101020   ,1.00   ,1.09   ,0.82   ,0.94   ,1.23   ,1.27
20101021  ,-0.35  ,-0.38  ,-0.33   ,0.24  ,-0.02  ,-0.13
20101022   ,0.65   ,0.56   ,0.40   ,0.20   ,0.16   ,0.26
20101025   ,0.82   ,0.84   ,0.58   ,0.63   ,0.61   ,0.08
20101026  ,-0.44  ,-0.48  ,-0.51  ,-0.46  ,-0.69  ,-0.42
20101027  ,-0.72  ,-0.80  ,-0.77  ,-0.69  ,-0.89  ,-0.69
20101028   ,0.41   ,0.45   ,0.39   ,0.57   ,0.84   ,0.58
20101029   ,0.45   ,0.40   ,0.37   ,0.11   ,0.31   ,0.09
20101101  ,-0.15  ,-0.20  ,-0.35   ,0.08   ,0.02  ,-0.15
20101102   ,1.06   ,1.11   ,0.97   ,0.94   ,1.08   ,0.76
20101103   ,0.27   ,0.35   ,0.22   ,0.18   ,0.11   ,0.49
20101104   ,1.65   ,1.89   ,1.86   ,1.82   ,1.99   ,2.50
20101105   ,0.01   ,0.27   ,0.43   ,0.05  ,-0.13   ,0.34
20101108   ,0.20   ,0.15   ,0.22  ,-0.17  ,-0.13  ,-0.31
20101109  ,-1.13  ,-0.87  ,-0.76  ,-0.60  ,-0.55  ,-0.94
20101110   ,0.17   ,0.37   ,0.36   ,0.02   ,0.02   ,0.20
20101111  ,-0.63  ,-0.48  ,-0.46  ,-0.58  ,-0.28  ,-0.82
20101112  ,-1.16  ,-1.04  ,-1.18  ,-1.16  ,-0.89  ,-0.83
20101115  ,-0.09  ,-0.24  ,-0.18  ,-0.09  ,-0.04   ,0.05
20101116  ,-1.74  ,-1.76  ,-1.55  ,-1.66  ,-1.97  ,-2.03
20101117   ,0.14   ,0.30   ,0.17   ,0.24   ,0.33   ,0.13
20101118   ,1.70   ,1.74   ,1.66   ,1.75   ,1.83   ,1.84
20101119   ,0.24   ,0.25   ,0.27   ,0.23   ,0.06  ,-0.01
20101122   ,0.40   ,0.25   ,0.19   ,0.08  ,-0.35  ,-0.87
20101123  ,-1.66  ,-1.64  ,-1.41  ,-1.74  ,-2.03  ,-2.33
20101124   ,0.95   ,1.01   ,0.76   ,1.10   ,0.95   ,0.88
20101125   ,0.38   ,0.41   ,0.38   ,0.25   ,0.29   ,0.24
20101126  ,-0.87  ,-0.87  ,-0.86  ,-0.80  ,-1.08  ,-1.37
20101129  ,-0.25  ,-0.41  ,-0.13  ,-0.68  ,-0.73  ,-0.58
20101130  ,-0.61  ,-0.68  ,-0.73  ,-0.73  ,-0.74  ,-0.98
20101201   ,1.61   ,1.57   ,1.37   ,1.87   ,2.23   ,2.61
20101202   ,1.38   ,1.51   ,1.48   ,1.38   ,1.70   ,2.23
20101203   ,1.27   ,1.27   ,1.31   ,0.79   ,0.90   ,0.86
20101206   ,0.44   ,0.36   ,0.41  ,-0.24  ,-0.18  ,-0.36
20101207   ,0.05   ,0.06   ,0.04   ,0.04   ,0.05   ,0.12
20101208  ,-0.02   ,0.08   ,0.07   ,0.08  ,-0.04   ,0.68
20101209   ,0.26   ,0.31   ,0.48   ,0.06   ,0.32   ,0.74
20101210   ,0.36   ,0.41   ,0.35   ,0.28   ,0.20   ,0.43
20101213   ,0.65   ,0.88   ,0.78   ,0.57   ,0.90   ,0.83
20101214   ,0.19   ,0.15   ,0.24   ,0.23   ,0.24  ,-0.13
20101215  ,-0.58  ,-0.60  ,-0.61  ,-0.75  ,-0.88  ,-1.33
20101216   ,0.48   ,0.55   ,0.46   ,0.50   ,0.48   ,0.34
20101217   ,0.25   ,0.12   ,0.02  ,-0.10  ,-0.28  ,-0.32
20101220   ,0.00  ,-0.10  ,-0.01  ,-0.01   ,0.03   ,0.27
20101221   ,0.69   ,0.66   ,0.75   ,0.61   ,0.79   ,1.25
20101222  ,-0.09   ,0.02   ,0.27   ,0.11   ,0.22   ,0.52
20101223   ,0.30   ,0.29   ,0.27   ,0.17   ,0.15  ,-0.18
20101224  ,-0.05  ,-0.04  ,-0.08   ,0.00  ,-0.03  ,-0.07
20101227   ,0.22   ,0.21   ,0.18  ,-0.05  ,-0.14   ,0.03
20101228  ,-0.01   ,0.00   ,0.09   ,0.01   ,0.08  ,-0.04
20101229   ,1.12   ,1.26   ,1.07   ,0.63   ,0.76   ,0.57
20101230   ,0.18   ,0.20   ,0.14  ,-0.29  ,-0.31  ,-0.29
20101231   ,0.29   ,0.31   ,0.28   ,0.00   ,0.18   ,0.24
20110103   ,0.48   ,0.66   ,0.68   ,0.52   ,0.50   ,1.31
20110104  ,-0.47  ,-0.29  ,-0.19  ,-0.10   ,0.06   ,0.41
20110105  ,-0.20  ,-0.26  ,-0.12  ,-0.30  ,-0.50  ,-0.01
20110106  ,-0.36  ,-0.42  ,-0.12  ,-0.04  ,-0.35  ,-0.33
20110107  ,-0.24  ,-0.38  ,-0.26  ,-0.25  ,-0.20  ,-0.58
20110110   ,0.20   ,0.21   ,0.15  ,-0.12  ,-0.25  ,-0.51
20110111   ,0.66   ,0.62   ,0.67   ,0.51   ,0.61   ,0.90
20110112   ,1.02   ,1.27   ,0.95   ,1.01   ,1.45   ,1.73
20110113   ,0.45   ,0.52   ,0.50   ,0.30   ,0.42   ,0.59
20110114   ,0.12   ,0.32   ,0.22   ,0.10   ,0.14   ,0.76
20110117  ,-0.05  ,-0.11   ,0.06  ,-0.11  ,-0.28  ,-0.22
20110118   ,0.40   ,0.56   ,0.50   ,0.75   ,0.87   ,0.60
20110119  ,-0.66  ,-0.57  ,-0.39  ,-0.46  ,-0.46  ,-0.87
20110120  ,-1.68  ,-1.58  ,-1.24  ,-1.17  ,-1.05  ,-0.41
20110121  ,-0.29  ,-0.02  ,-0.15   ,0.08   ,0.61   ,0.85
20110124   ,0.34   ,0.46   ,0.51   ,0.78   ,0.54   ,0.37
20110125  ,-0.05   ,0.01   ,0.34   ,0.11   ,0.03  ,-0.15
20110126   ,1.19   ,1.09   ,0.83   ,0.62   ,0.76   ,0.49
20110127  ,-0.12  ,-0.11  ,-0.04  ,-0.04   ,0.07   ,0.54
20110128  ,-1.08  ,-1.25  ,-1.01  ,-1.48  ,-1.27  ,-1.38
20110131   ,0.28   ,0.21   ,0.05   ,0.29   ,0.50   ,0.28
20110201   ,1.95   ,2.16   ,1.86   ,1.62   ,1.96   ,2.09
20110202   ,0.18   ,0.18   ,0.23   ,0.18   ,0.16   ,0.00
20110203  ,-0.12  ,-0.21  ,-0.21  ,-0.01  ,-0.33  ,-0.41
20110204   ,0.24   ,0.17   ,0.12   ,0.26   ,0.08   ,0.09
20110207   ,0.73   ,0.79   ,0.78   ,0.43   ,0.43   ,0.89
20110208   ,0.35   ,0.22   ,0.26   ,0.27   ,0.34   ,0.56
20110209  ,-0.24  ,-0.13  ,-0.10  ,-0.05   ,0.04  ,-0.33
20110210  ,-0.64  ,-0.54  ,-0.67  ,-0.49  ,-0.36  ,-0.64
20110211   ,0.20   ,0.32   ,0.31   ,0.31   ,0.05   ,0.45
20110214   ,0.51   ,0.63   ,0.63   ,0.32   ,0.50   ,0.22
20110215  ,-0.29  ,-0.31  ,-0.33  ,-0.29  ,-0.20  ,-0.06
20110216   ,0.64   ,0.68   ,0.79   ,0.66   ,0.84   ,1.15
20110217   ,0.50   ,0.46   ,0.60   ,0.28   ,0.61   ,0.47
20110218   ,0.40   ,0.39   ,0.41   ,0.27   ,0.31   ,0.29
20110221  ,-0.39  ,-0.48  ,-0.33  ,-0.29  ,-0.53  ,-0.72
20110222  ,-1.95  ,-1.77  ,-1.76  ,-1.59  ,-1.31  ,-1.95
20110223  ,-0.63  ,-0.80  ,-0.65  ,-0.68  ,-0.45  ,-0.48
20110224  ,-0.21  ,-0.23  ,-0.38  ,-0.05  ,-0.13  ,-0.24
20110225   ,1.41   ,1.58   ,1.36   ,1.10   ,1.12   ,1.26
20110228   ,0.74   ,0.67   ,0.81   ,0.62   ,0.84   ,0.78
20110301  ,-0.36  ,-0.48  ,-0.21  ,-0.73  ,-0.68  ,-1.08
20110302  ,-0.01   ,0.00  ,-0.33  ,-0.07  ,-0.10  ,-0.33
20110303   ,0.99   ,1.07   ,0.91   ,1.21   ,0.95   ,1.25
20110304   ,0.38   ,0.22   ,0.16  ,-0.16  ,-0.15  ,-0.56
20110307  ,-0.74  ,-0.79  ,-0.84  ,-0.87  ,-0.77  ,-0.80
20110308   ,0.14   ,0.13   ,0.11   ,0.28   ,0.08   ,0.74
20110309  ,-0.41  ,-0.23  ,-0.03  ,-0.09  ,-0.12   ,0.06
20110310  ,-2.28  ,-2.25  ,-2.11  ,-1.64  ,-1.99  ,-2.07
20110311   ,0.10   ,0.02   ,0.01   ,0.21   ,0.21   ,0.32
20110314  ,-2.17  ,-1.93  ,-2.61  ,-1.06  ,-1.22  ,-1.22
20110315  ,-3.21  ,-3.06  ,-4.10  ,-2.16  ,-2.41  ,-2.51
20110316   ,0.76   ,0.52   ,1.13  ,-0.77  ,-0.63  ,-1.02
20110317   ,0.85   ,1.22   ,1.26   ,1.19   ,1.64   ,1.52
20110318   ,1.95   ,1.71   ,1.79   ,0.76   ,0.72   ,0.89
20110321   ,1.70   ,1.68   ,1.38   ,1.41   ,1.62   ,1.62
20110322   ,0.62   ,0.49   ,1.23   ,0.13   ,0.24   ,0.04
20110323   ,0.10   ,0.05   ,0.04   ,0.26   ,0.01  ,-0.14
20110324   ,0.60   ,0.71   ,0.64   ,0.92   ,0.89   ,0.84
20110325   ,0.24   ,0.24   ,0.11   ,0.13   ,0.11  ,-0.04
20110328  ,-0.16  ,-0.11  ,-0.12  ,-0.16  ,-0.18  ,-0.21
20110329   ,0.42   ,0.37   ,0.29   ,0.55   ,0.43   ,0.15
20110330   ,1.16   ,1.01   ,1.05   ,0.89   ,1.01   ,0.95
20110331   ,0.18   ,0.25   ,0.21  ,-0.09  ,-0.20  ,-0.51
20110401   ,0.41   ,0.29   ,0.04   ,0.60   ,0.77   ,1.06
20110404   ,0.23   ,0.33   ,0.14   ,0.24   ,0.11   ,0.02
20110405   ,0.07  ,-0.01  ,-0.54  ,-0.03  ,-0.11  ,-0.19
20110406   ,0.20   ,0.25   ,0.06   ,0.25   ,0.27   ,0.82
20110407  ,-0.19  ,-0.28  ,-0.24  ,-0.25  ,-0.11  ,-0.25
20110408   ,0.67   ,0.56   ,0.55   ,0.39   ,0.81   ,0.47
20110411  ,-0.60  ,-0.57  ,-0.42  ,-0.15  ,-0.58  ,-0.48
20110412  ,-1.23  ,-1.25  ,-1.05  ,-0.79  ,-1.31  ,-0.91
20110413   ,0.63   ,0.34   ,0.27   ,0.46   ,0.43   ,0.01
20110414   ,0.61   ,0.51   ,0.65   ,0.03   ,0.04  ,-0.31
20110415   ,0.20   ,0.19   ,0.29   ,0.22   ,0.26  ,-0.10
20110418  ,-1.23  ,-1.45  ,-1.21  ,-1.21  ,-1.65  ,-1.99
20110419   ,0.15   ,0.27   ,0.07   ,0.58   ,0.49   ,0.54
20110420   ,2.07   ,1.92   ,1.51   ,1.96   ,2.25   ,1.60
20110421   ,0.94   ,0.73   ,0.67   ,0.75   ,0.70   ,0.66
20110422   ,0.03   ,0.00   ,0.07  ,-0.02   ,0.02  ,-0.01
20110425  ,-0.14  ,-0.11  ,-0.04  ,-0.09  ,-0.09  ,-0.09
20110426   ,0.29   ,0.60   ,0.47   ,0.60   ,0.77   ,0.67
20110427   ,0.60   ,0.52   ,0.30   ,0.57   ,0.82   ,0.74
20110428   ,0.66   ,0.45   ,0.72   ,0.44   ,0.66   ,0.71
20110429   ,0.30   ,0.45   ,0.35   ,0.29   ,0.42   ,0.24
20110502  ,-0.51  ,-0.40  ,-0.21   ,0.13  ,-0.02   ,0.04
20110503  ,-1.15  ,-0.87  ,-0.69  ,-0.40  ,-0.70  ,-0.36
20110504  ,-0.89  ,-0.86  ,-0.79  ,-0.65  ,-1.01  ,-0.92
20110505  ,-1.01  ,-0.96  ,-0.79  ,-0.95  ,-1.25  ,-1.40
20110506   ,0.02   ,0.01  ,-0.18   ,0.13   ,0.08   ,0.07
20110509   ,0.81   ,0.79   ,0.60   ,0.41   ,0.29   ,0.00
20110510   ,0.67   ,0.85   ,0.69   ,0.60   ,0.74   ,0.89
20110511  ,-1.03  ,-1.07  ,-1.11  ,-0.71  ,-1.01  ,-1.08
20110512  ,-0.20   ,0.01  ,-0.10   ,0.05  ,-0.11  ,-0.15
20110513  ,-1.05  ,-1.20  ,-1.16  ,-0.72  ,-0.87  ,-1.05
20110516  ,-0.95  ,-0.93  ,-1.00  ,-0.52  ,-0.38  ,-0.45
20110517  ,-0.27  ,-0.29  ,-0.40  ,-0.28  ,-0.28  ,-0.11
20110518   ,0.93   ,0.86   ,0.78   ,0.73   ,0.84   ,0.73
20110519   ,0.64   ,0.42   ,0.19   ,0.47   ,0.57   ,0.52
20110520  ,-0.32  ,-0.48  ,-0.62  ,-0.65  ,-0.81  ,-1.03
20110523  ,-1.84  ,-1.78  ,-1.67  ,-1.60  ,-1.83  ,-1.82
20110524   ,0.04   ,0.16   ,0.13   ,0.20   ,0.27  ,-0.03
20110525   ,0.30   ,0.37   ,0.24   ,0.27   ,0.44   ,0.44
20110526   ,1.17   ,1.09   ,0.91   ,0.76   ,0.61   ,0.49
20110527   ,1.04   ,1.00   ,0.90   ,0.80   ,0.85   ,1.14
20110530   ,0.02   ,0.07   ,0.10  ,-0.08  ,-0.07  ,-0.17
20110531   ,1.08   ,1.08   ,0.99   ,1.15   ,1.27   ,1.22
20110601  ,-1.22  ,-1.18  ,-0.95  ,-1.25  ,-1.47  ,-1.82
20110602  ,-0.15  ,-0.14  ,-0.17  ,-0.36  ,-0.43  ,-0.13
20110603  ,-0.42  ,-0.44  ,-0.42  ,-0.46  ,-0.32  ,-0.16
20110606  ,-1.00  ,-1.01  ,-0.95  ,-0.68  ,-0.90  ,-1.52
20110607   ,0.32   ,0.36   ,0.36   ,0.13   ,0.38   ,0.20
20110608  ,-1.30  ,-1.32  ,-0.98  ,-0.89  ,-0.91  ,-0.93
20110609   ,0.26   ,0.30   ,0.03   ,0.39   ,0.47   ,0.61
20110610  ,-1.43  ,-1.24  ,-0.93  ,-1.50  ,-1.64  ,-1.43
20110613  ,-0.03  ,-0.08  ,-0.04   ,0.13   ,0.09   ,0.26
20110614   ,1.02   ,1.10   ,1.07   ,1.08   ,1.22   ,1.22
20110615  ,-1.77  ,-1.61  ,-1.47  ,-1.73  ,-1.90  ,-2.18
20110616  ,-0.81  ,-0.79  ,-0.48  ,-0.50  ,-0.49  ,-0.20
20110617   ,0.06   ,0.16   ,0.11   ,0.23   ,0.52   ,0.70
20110620  ,-0.40  ,-0.30  ,-0.05   ,0.11   ,0.02  ,-0.23
20110621   ,1.77   ,1.74   ,1.57   ,1.63   ,1.74   ,1.82
20110622  ,-0.15  ,-0.10   ,0.06  ,-0.43  ,-0.39  ,-0.38
20110623  ,-0.68  ,-0.67  ,-0.65  ,-0.64  ,-1.22  ,-1.33
20110624  ,-0.22  ,-0.36  ,-0.10  ,-0.49  ,-0.57  ,-0.82
20110627  ,-0.10  ,-0.04  ,-0.06   ,0.52   ,0.30   ,0.47
20110628   ,1.17   ,0.94   ,0.83   ,1.14   ,1.20   ,1.11
20110629   ,1.34   ,1.18   ,1.12   ,1.22   ,1.63   ,1.81
20110630   ,1.26   ,1.30   ,1.18   ,1.06   ,1.38   ,1.32
20110701   ,0.78   ,0.90   ,0.70   ,0.90   ,0.93   ,1.35
20110704   ,0.63   ,0.50   ,0.49   ,0.32   ,0.32   ,0.20
20110705  ,-0.12  ,-0.19  ,-0.35   ,0.08  ,-0.33  ,-0.71
20110706   ,0.23   ,0.01   ,0.02   ,0.13  ,-0.10  ,-0.79
20110707   ,0.80   ,0.87   ,0.71   ,0.82   ,0.75   ,0.55
20110708  ,-0.13  ,-0.18  ,-0.26  ,-0.21  ,-0.56  ,-1.14
20110711  ,-1.95  ,-1.85  ,-1.47  ,-1.92  ,-1.90  ,-2.88
20110712  ,-0.74  ,-0.73  ,-0.42  ,-0.73  ,-0.58  ,-0.65
20110713   ,1.58   ,1.29   ,1.03   ,1.02   ,1.15   ,1.02
20110714  ,-0.76  ,-0.81  ,-0.76  ,-0.75  ,-0.71  ,-0.77
20110715   ,0.00   ,0.06   ,0.10   ,0.22   ,0.37  ,-0.17
20110718  ,-1.03  ,-1.09  ,-1.00  ,-0.92  ,-1.01  ,-1.58
20110719   ,1.12   ,0.97   ,0.84   ,1.35   ,1.08   ,1.17
20110720   ,0.49   ,0.57   ,0.59   ,0.45   ,0.63   ,1.36
20110721   ,0.96   ,1.23   ,1.17   ,1.16   ,1.38   ,2.38
20110722   ,0.59   ,0.36   ,0.18   ,0.45   ,0.22   ,0.14
20110725  ,-0.72  ,-0.42  ,-0.51  ,-0.19  ,-0.37  ,-0.95
20110726   ,0.38   ,0.31   ,0.31   ,0.21   ,0.22   ,0.16
20110727  ,-1.79  ,-1.63  ,-1.43  ,-1.73  ,-1.78  ,-2.06
20110728  ,-0.59  ,-0.59  ,-0.43  ,-0.29  ,-0.57  ,-0.27
20110729  ,-0.18  ,-0.16  ,-0.12  ,-0.36  ,-0.51  ,-0.35
20110801  ,-0.37  ,-0.27  ,-0.24  ,-0.51  ,-0.67  ,-1.02
20110802  ,-2.22  ,-2.04  ,-1.87  ,-2.09  ,-2.18  ,-2.39
